,name,type,url_pics
41,Tasquita Del Mar,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-s/12/81/50/50/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/13/54/35/c5/terraza.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/83/36/5e/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/81/12/08/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/83/36/5f/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/70/71/3c/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/70/71/3e/photo5jpg.jpg']"
42,Pinsa Di Roma,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/27/26/a4/d9/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/35/09/bc/fachada.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/e2/a3/91/spaghetti-fruti-di-mare.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/14/71/f6/d5/pinsa-di-roma-valencia.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/14/71/f6/e0/margherita.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/14/71/f6/df/pinsa-di-roma.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/14/79/99/c4/la-autentica-pinsa-romana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/03/96/f0/ensalada-pinsa-di-roma.jpg']"
43,Bar Restaurante Aduana,Seafood,"['https://media-cdn.tripadvisor.com/media/photo-f/12/4f/c4/d6/restaurante-aduana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/4f/c4/9f/restaurante-aduana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/4f/c0/dc/restaurante-aduana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/4f/c0/b2/restaurante-aduana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/4f/c4/93/restaurante-aduana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/4f/c4/b9/restaurante-aduana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/4f/c0/e0/restaurante-aduana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/4f/c0/bf/restaurante-aduana.jpg']"
44,Kamon,Japanese,"['https://media-cdn.tripadvisor.com/media/photo-f/08/49/77/7c/ramen-frio.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/38/3b/94/maki-de-waygu-con-crema.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/08/4b/20/e4/kamon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/08/4b/20/ef/kamon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/08/24/a3/8f/kamon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/a0/60/85/kamon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/a0/5b/a4/kamon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0a/92/28/ab/ramen-de-miso-con-gorgonzola.jpg']"
45,La Divina Comedia,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/08/54/7a/78/gambones-al-horno.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/54/7a/f9/la-divina-comedia-playa.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/8e/82/5c/caption.jpg']"
46,La Pappardella,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/05/3d/9a/a0/la-pappardella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/3d/9a/95/la-pappardella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/6b/a6/52/la-pappardella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/6b/a5/e9/la-pappardella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/6b/a6/2d/la-pappardella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/6b/a5/d8/la-pappardella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/6b/a6/12/la-pappardella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/3d/9a/8f/la-pappardella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/6b/a6/63/la-pappardella.jpg']"
47,Rausell,Seafood,"['https://media-cdn.tripadvisor.com/media/photo-s/1c/5b/a6/3b/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/29/32/fb/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/5b/a6/3a/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/5b/a6/3d/photo3jpg.jpg']"
48,Spuntino Pizzeria,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/04/5b/90/0f/spuntino-pizzeria.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/5b/90/97/spuntino-pizzeria.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/5b/8b/fb/spuntino-pizzeria.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/5b/8c/04/spuntino-pizzeria.jpg']"
49,La Piazza Correos,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/1c/5a/82/52/pizza-regina-salsa-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/5a/82/11/tabla-de-antipasto-plato.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/5a/82/05/burrata-al-pomodoro-burrata.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/5a/82/20/insalate-caprese-tomate.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/5a/82/3b/insalate-al-caprino-mezclum.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/5a/82/62/pizza-boletus-salsa-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/5a/81/f9/spaghetti-frutti-di-mare.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/5a/81/a4/cappelletti-boletus-y.jpg']"
50,Al Pomodoro,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/09/6b/aa/bc/al-pomodoro.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/3d/90/f2/al-pomodoro.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/3d/90/f9/al-pomodoro.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/6b/aa/e3/al-pomodoro.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/6b/aa/9f/al-pomodoro.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/6b/aa/c9/al-pomodoro.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/6b/aa/71/al-pomodoro.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/6b/aa/59/al-pomodoro.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/6b/aa/85/al-pomodoro.jpg']"
51,Taqueria Sol Azteca,Mexican,"['https://media-cdn.tripadvisor.com/media/photo-f/17/b3/6c/c7/combo-guacamole-quesadilla.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/b3/6c/e0/combo-tacos-y-ensalada.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/b3/6c/fa/quesadilla-y-tacos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/b3/6c/ff/tacos-con-salsa.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/b3/59/1b/tacos-al-pastor-con-trompo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/b3/59/26/tacos-con-salsa.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/55/e0/98/salsas-caseras-tipicamente.jpg']"
52,Pizzeria Raices,Italian,"['https://media-cdn.tripadvisor.com/media/photo-s/1c/69/69/2f/entrante-burrata.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/69/69/08/margherita.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/69/68/63/burrata.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/69/69/14/nuestra-calzone.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/18/3b/79/f1/pizza-margherita.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/17/72/53/12/pizzas-artesanales.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/c4/ea/4f/pizza-caprese.jpg']"
53,Marcellino Pizza e Vino,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/0b/1e/66/86/infornata.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/ff/b5/88/marcellino-pizza-e-vino.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/1e/64/43/marcellino-pizza-e-vino.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/1e/64/41/marcellino-pizza-e-vino.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/ff/b6/11/marcellino-pizza-e-vino.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/72/2b/2b/img-20201220-135241-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/72/2b/2c/img-20201220-141408-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/72/2b/2a/img-20201220-134244-largejpg.jpg']"
54,Angus Burguer & Grill,American,"['https://media-cdn.tripadvisor.com/media/photo-f/06/9e/b9/6e/angus-burguer-grill.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/8e/6c/78/ensalada-queso-d-cabra.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/8e/6c/4e/hdoble-al-plato.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/8e/6c/25/hjaggermeister.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/8e/6c/51/lomo-alto-angus.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/8e/6c/c0/tiramisu.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/8e/6c/c8/coulant-de-ferrero-roche.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/8e/6c/83/ensalada-de-jamon-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/8e/6c/56/picanha.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/8e/6c/0d/burguer-de-pollo.jpg']"
55,La Vita e Bella,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/16/8f/19/71/bacalao-vita-e-bella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/d4/19/71/la-vita-e-bella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/06/44/69/40/la-vita-e-bella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/d4/1a/04/la-vita-e-bella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/06/44/67/a8/la-vita-e-bella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/ab/41/af/la-vita-e-bella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/d9/0c/07/tagliatelle-ai-frutti.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/e9/19/8f/penne-bolognesa.jpg']"
56,Hundred Burgers,American,"['https://media-cdn.tripadvisor.com/media/photo-f/1d/90/20/89/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/b3/8a/85/singular.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/90/20/85/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/03/f6/54/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/59/2c/8f/singular.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/e2/e9/6c/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/2a/8c/1b/img-20201009-205241-largejpg.jpg']"
57,Il Bocconcino,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/0a/95/18/6d/tiramisu.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/49/8d/2d/20160728-230511-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/48/43/26/20170805-210643-largejpg.jpg']"
58,Io Restaurante,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/1d/b0/ad/6c/bacalao-frito-con-salsa.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/b0/ad/94/nachos-mexicanos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/b0/ad/5e/causa-peruviana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/b0/ad/88/gambas-en-salsa-de-naranja.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/52/a2/6b/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/5a/e8/33/photo0jpg.jpg']"
59,Ostras Pedrin Valencia,Seafood,"['https://media-cdn.tripadvisor.com/media/photo-f/11/01/f8/5a/filetas-de-aguja.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/01/f6/41/erizos-de-temporada.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/01/f7/53/nuestras-ostras.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/01/f6/df/ostras-pedrin.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/01/f5/06/el-local.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0a/03/21/e2/ostras-pedrin.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/ba/2c/98/caption.jpg']"
60,Swagat,Indian,"['https://media-cdn.tripadvisor.com/media/photo-f/19/52/d4/51/gamba-chili-con-tomates.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/52/d9/be/murg-tikka-pechuga-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/52/d2/31/jhinga-puri-pan-hindu.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/52/bf/fb/swagat-platter-plato.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/52/d8/73/butter-chicken-pollo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/52/cd/40/murg-biryani.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/52/c9/e9/naan-de-ajo-pan-de-harina.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/52/c9/00/naan-de-queso-pan-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/52/c3/33/salon.jpg']"
61,La Terrazza (plz La Virgen),Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/1d/26/40/92/pizza-5-quesos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/26/3d/69/pizza-baguetie.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/26/3d/81/pizza-imperiale.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/26/3d/6c/ensalada-de-pollo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/26/3d/73/calzone-la-terrazza.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/26/40/8d/pizza-fruti-di-mare.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/26/40/99/pizza-bismark.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/26/3d/72/calzone-barbacoa.jpg']"
62,Raco de L'Arnau,Seafood,['https://media-cdn.tripadvisor.com/media/photo-f/24/57/0d/bc/restaurante-valencia.jpg']
63,Raco del Turia,Seafood,"['https://media-cdn.tripadvisor.com/media/photo-f/02/29/ac/54/arroz-al-horno.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/01/cd/5e/0a/fideua.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/01/cd/5e/0f/paella-del-senyoret.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/01/cd/5d/ed/terraza.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/02/86/c5/ee/la-terraza-de-noche.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/02/29/f3/16/paella-valenciana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/01/cd/5e/24/paella-valenciana.jpg']"
64,Mil Grullas,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/11/31/d1/a5/youtuao-char-siu.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/9e/b2/7a/bao-de-secreto-iberico.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/31/d1/58/bao-de-secreto-iberico.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/05/1a/1d/gyozas-manzana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/31/d1/27/bao-de-pollo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/05/34/0a/ensalada-wakame.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/05/30/28/arroz-nipon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/31/cc/9d/idisfruta-comiendo-bajo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/05/30/3f/arroz-soja-katsuobushi.jpg']"
65,La Paz,Seafood,"['https://media-cdn.tripadvisor.com/media/photo-f/0f/4e/e6/51/la-paz.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/43/e4/8e/la-paz.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/71/60/78/la-paz.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/fc/50/ea/terraza.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/3e/8a/51/la-paz.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/f7/44/50/la-paz.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/a0/ad/fd/la-paz.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/79/f4/94/paella-de-marisco-especial.jpg']"
66,Anomalo Restaurante,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/1d/4d/d7/34/chicken-cooked-with-saffron.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1d/4d/d6/8c/cous-cous-with-grilled.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/39/fa/60/enjoy-our-delicious-tagliatell.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/45/0b/8f/our-new-menu-is-full.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/da/4d/9a/beetroot-risotto-with.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/13/e2/48/6b/lamb-cutlets-in-white.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/45/0b/a1/home-made-gnocchi-with.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/12/36/2b/fettucine-al-ragu-winter.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/49/a9/a8/tapas-boards-at-anomalo.jpg']"
67,La Strada,Italian,"['https://media-cdn.tripadvisor.com/media/photo-s/1a/35/bb/d7/pane-pizza-e-mortadella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/35/bb/cf/pizza-margherita-di-bufala.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/14/be/1d/3c/arancino-siciliano.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/14/be/1f/97/burrata.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/9d/2e/e5/instalata-burrata.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/35/bb/c3/mini-calzone-para-llevar.jpg']"
68,Casa Almudin,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/03/55/f5/15/almudin.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/03/55/f5/1c/almudin.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/03/55/f5/08/almudin.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/25/23/45/bar-el-almudin.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/c6/77/e4/photo0jpg.jpg']"
69,Atmosphere,French,"['https://media-cdn.tripadvisor.com/media/photo-f/1c/b8/7d/94/tarta-tatin.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/00/9a/b8/productos-de-primera.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/00/8f/56/espacio-atmosphere-para.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/00/9b/e5/recetas-sencillas-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/b8/80/d1/pot-pourri-de-platos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/b8/7b/e8/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/14/b0/86/cc/tarta-tatin-inuestra.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/14/b0/87/c9/quinoa-con-habas-esparragos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/b8/7b/e8/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/14/b0/86/cc/tarta-tatin-inuestra.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/14/b0/87/c9/quinoa-con-habas-esparragos.jpg']"
70,LIA,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-s/1c/bf/ce/cc/chuleton-de-buey-madurado.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/99/f8/e0/cocina-mediterranea.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/99/fa/c1/croquetas-caseras.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/99/ff/97/papardelle.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/99/fc/b8/zonas-privadas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/99/fb/45/chuleton-de-vaca-vieja.jpg']"
71,Crudo Bar,Seafood,"['https://media-cdn.tripadvisor.com/media/photo-f/1a/2c/ff/a8/tataki-de-presa-iberica.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/2c/ff/69/interior.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/db/31/b5/img-20200122-160154-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/db/31/b7/img-20200113-214455-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/2c/ff/97/caviar-roll.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/ac/2b/36/causa-del-norte-de-peru.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/ac/2b/3f/tartare-de-salmon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/ac/2b/31/arroz-de-cigalas-y-almejas.jpg']"
72,La Finestra,Italian,"['https://media-cdn.tripadvisor.com/media/photo-s/11/c3/8f/a8/la-finestra.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/0a/f7/5a/la-finestra.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/c3/8f/c2/la-finestra.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/c3/8f/89/la-finestra.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/0a/f7/5b/la-finestra.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/c3/8f/ad/la-finestra.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/b4/46/41/la-finestra.jpg']"
73,El Leon,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/19/9c/d8/f6/entrecot-trinchado.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/07/c9/c0/6d/el-leon-bar.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/8e/3b/1b/arroz-a-banda.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/8e/3a/8a/entrecot.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/8e/41/59/patatas-bravas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/06/00/e8/14/el-leon-bar.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/f9/74/6c/ensalada-crujiente-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/f9/74/66/tarta-de-queso.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/f9/74/6c/ensalada-crujiente-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/f9/74/66/tarta-de-queso.jpg']"
74,Beak & Trotter - BBQ & Beer Shack,American,"['https://media-cdn.tripadvisor.com/media/photo-s/11/ae/58/d5/2x-mini-meatball-sliders.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/ae/58/b3/4x4-special-4x-mains.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/ae/58/e2/nothing-better-than-getting.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/ae/68/8f/busy-day-on-the-terrace.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/18/ed/1d/66/beak-trotter-bbq-beer.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/07/60/7f/photo4jpg.jpg']"
75,La Taska Sidreria,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/1c/b5/96/b7/la-taska.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/dc/04/ce/la-taska-sidreria.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/b5/96/94/la-taska.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/84/9f/ba/la-taska-sidreria.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/84/9f/cb/la-taska-sidreria.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/46/40/4a/la-taska-sidreria.jpg']"
